,summonerName,participantId,gameId,gameCreation,gameDuration,item0,item1,item2,item3,item4,item5,item6,kills,deaths,assists,largestKillingSpree,largestMultiKill,killingSprees,longestTimeSpentLiving,doubleKills,tripleKills,quadraKills,pentaKills,totalDamageDealt,magicDamageDealt,physicalDamageDealt,trueDamageDealt,largestCriticalStrike,totalDamageDealtToChampions,magicDamageDealtToChampions,physicalDamageDealtToChampions,trueDamageDealtToChampions,totalHeal,totalUnitsHealed,damageSelfMitigated,damageDealtToObjectives,damageDealtToTurrets,visionScore,timeCCingOthers,totalDamageTaken,magicalDamageTaken,physicalDamageTaken,trueDamageTaken,goldEarned,goldSpent,turretKills,inhibitorKills,totalMinionsKilled,neutralMinionsKilled,neutralMinionsKilledTeamJungle,neutralMinionsKilledEnemyJungle,totalTimeCrowdControlDealt,champLevel,visionWardsBoughtInGame,wardsPlaced,wardsKilled,firstBloodKill,firstBloodAssist,firstTowerKill,firstTowerAssist,firstInhibitorKill,firstInhibitorAssist,perk0,perk0Var1,perk0Var2,perk0Var3,perk1,perk1Var1,perk1Var2,perk1Var3,perk2,perk2Var1,perk2Var2,perk2Var3,perk3,perk3Var1,perk3Var2,perk3Var3,perk4,perk4Var1,perk4Var2,perk4Var3,perk5,perk5Var1,perk5Var2,perk5Var3,perkPrimaryStyle,perkSubStyle,statPerk0,statPerk1,statPerk2,teamId_team,win_team,firstBlood_team,firstTower_team,firstInhibitor_team,firstBaron_team,firstDragon_team,firstRiftHerald_team,towerKills_team,inhibitorKills_team,baronKills_team,dragonKills_team,riftHeraldKills_team,ban1,ban2,ban3,ban4,ban5,role,lane,creepsPerMinDeltas_0-10,xpPerMinDeltas_0-10,goldPerMinDeltas_0-10,csDiffPerMinDeltas_0-10,xpDiffPerMinDeltas_0-10,damageTakenPerMinDeltas_0-10,damageTakenDiffPerMinDeltas_0-10,creepsPerMinDeltas_10-20,xpPerMinDeltas_10-20,goldPerMinDeltas_10-20,csDiffPerMinDeltas_10-20,xpDiffPerMinDeltas_10-20,damageTakenPerMinDeltas_10-20,damageTakenDiffPerMinDeltas_10-20,creepsPerMinDeltas_20-30,xpPerMinDeltas_20-30,goldPerMinDeltas_20-30,csDiffPerMinDeltas_20-30,xpDiffPerMinDeltas_20-30,damageTakenPerMinDeltas_20-30,damageTakenDiffPerMinDeltas_20-30,creepsPerMinDeltas_30-end,xpPerMinDeltas_30-end,goldPerMinDeltas_30-end,csDiffPerMinDeltas_30-end,xpDiffPerMinDeltas_30-end,damageTakenPerMinDeltas_30-end,damageTakenDiffPerMinDeltas_30-end,championId,spell1Id,spell2Id
263,God King Ao,4,3411719837,1.58898E+12,2270,3860,3190,3009,3174,3115,3145,3364,4,9,22,0,1,0,669,0,0,0,0,76411,57459,10741,8211,0,23610,16804,3636,3170,10966,5,28906,2555,830,76,66,26094,5947,20090,56,10958,10275,1,0,57,4,0,0,455,17,7,37,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8112,1777,0,0,8126,1132,0,0,8138,30,0,0,8105,16,5,0,8232,7,0,0,8234,16924,0,0,8100,8200,5008,5008,5002,100,Fail,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,7,2,2,4,2,"{'championId': 157, 'pickTurn': 1}","{'championId': 62, 'pickTurn': 2}","{'championId': 38, 'pickTurn': 3}","{'championId': 9, 'pickTurn': 4}","{'championId': 81, 'pickTurn': 5}",DUO_SUPPORT,MIDDLE,1.2,250.1,167.7,,,174.3,,1.9,386,251.3,,,627.1,,1,599.7,367.1,,,984.3,,1.2,681.2,323.8,,,1133.4,,432,4,14
264,BruteForce007,5,3411719837,1.58898E+12,2270,3076,3027,3047,3025,3065,1028,3340,3,7,18,0,1,0,568,0,0,0,0,117243,111437,5310,495,10,16450,15532,423,495,5420,1,60315,5881,3355,24,53,31338,3416,27075,846,11621,11250,1,0,154,0,0,0,175,17,2,15,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8439,1094,0,0,8401,521,0,0,8473,935,0,0,8451,250,0,0,8210,0,0,0,8275,7,0,0,8400,8200,5008,5008,5002,100,Fail,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,7,2,2,4,2,"{'championId': 157, 'pickTurn': 1}","{'championId': 62, 'pickTurn': 2}","{'championId': 38, 'pickTurn': 3}","{'championId': 9, 'pickTurn': 4}","{'championId': 81, 'pickTurn': 5}",SOLO,TOP,4.9,372.1,205.3,-1.8,-88,442,43.6,4.2,402.3,293.5,-3.3,-154.9,903.1,83.1,4.9,581.4,399.3,2.4,284.5,705.6,-732.6,1.4,602.4,299.8,-3.2,47,1219.8,-800.8,3,12,4
265,Pippity Poppity,6,3411719837,1.58898E+12,2270,3181,3193,3742,3111,3065,1042,3340,4,9,5,2,1,1,549,0,0,0,0,197479,22376,165400,9703,0,27797,5351,22445,0,4565,1,44513,15048,14090,25,43,45578,21547,22898,1132,13551,13300,6,1,205,4,0,4,480,17,2,13,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,8021,3055,0,0,9111,1173,180,0,9104,24,40,0,8014,389,0,0,8446,5540,0,0,8451,214,0,0,8000,8400,5005,5008,5003,200,Win,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,10,2,0,1,0,"{'championId': 18, 'pickTurn': 6}","{'championId': 122, 'pickTurn': 7}","{'championId': 13, 'pickTurn': 8}","{'championId': 245, 'pickTurn': 9}","{'championId': 235, 'pickTurn': 10}",SOLO,TOP,6.7,460.1,302.2,1.8,88,398.4,-43.6,7.5,557.2,448.7,3.3,154.9,820,-83.1,2.5,296.9,270.7,-2.4,-284.5,1438.2,732.6,4.6,555.4,274.2,3.2,-47,2020.6,800.8,150,4,12
266,ExhaustMyHoles,7,3411719837,1.58898E+12,2270,3157,1058,3111,3115,3027,1058,3364,6,10,8,2,1,1,385,0,0,0,0,203512,168165,29962,5384,0,25235,21320,3915,0,4186,1,45873,8893,4526,36,13,36701,13863,20948,1888,13616,13025,1,0,205,25,8,13,76,17,1,3,8,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,8437,981,847,0,8401,647,0,0,8473,825,0,0,8451,234,0,0,8143,777,0,0,8106,5,0,0,8400,8100,5005,5008,5002,200,Win,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,10,2,0,1,0,"{'championId': 18, 'pickTurn': 6}","{'championId': 122, 'pickTurn': 7}","{'championId': 13, 'pickTurn': 8}","{'championId': 245, 'pickTurn': 9}","{'championId': 235, 'pickTurn': 10}",SOLO,MIDDLE,5.2,391.3,261,,,583.6,,5.4,414.2,363.6,,,994.7,,5.1,455.5,361.4,,,979.8,,6.2,401.4,298.8,,,1524.6,,131,12,4
267,McTrappin,8,3411719837,1.58898E+12,2270,3036,3031,3006,3139,3085,3086,3340,8,9,9,4,2,2,609,1,0,0,0,253355,1049,240145,12160,709,31971,529,30691,750,1774,4,23748,9816,8014,26,37,23432,9650,13454,328,16084,14900,1,1,249,27,25,0,165,16,0,10,6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,8008,3,20,0,9101,5546,6499,0,9103,29,40,0,8014,649,0,0,8304,11,1,5,8345,3,0,0,8000,8300,5005,5008,5002,200,Win,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,10,2,0,1,0,"{'championId': 18, 'pickTurn': 6}","{'championId': 122, 'pickTurn': 7}","{'championId': 13, 'pickTurn': 8}","{'championId': 245, 'pickTurn': 9}","{'championId': 235, 'pickTurn': 10}",DUO_CARRY,BOTTOM,7.9,304.1,266,,,205.5,,5.9,354.2,429.1,,,610,,5.2,495,485.2,,,977.8,,7.8,681.4,527.8,,,711.8,,222,7,4
268,ShreddedDi1d0,9,3411719837,1.58898E+12,2270,3860,3109,3190,3111,3050,1057,3364,2,5,15,2,1,1,1178,0,0,0,0,29359,16233,7007,6118,0,9589,7550,1326,712,17967,5,50626,1530,1530,43,65,30823,10077,18439,2305,9559,8745,2,0,29,0,0,0,118,15,1,18,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8439,1054,0,0,8446,1060,0,0,8473,827,0,0,8451,210,0,0,8347,0,0,0,8304,12,0,0,8400,8300,5007,5003,5002,200,Win,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,10,2,0,1,0,"{'championId': 18, 'pickTurn': 6}","{'championId': 122, 'pickTurn': 7}","{'championId': 13, 'pickTurn': 8}","{'championId': 245, 'pickTurn': 9}","{'championId': 235, 'pickTurn': 10}",DUO_SUPPORT,BOTTOM,1.1,274.1,151.4,,,279.4,,1.3,352.2,251.4,,,842.6,,0.3,317.2,331.1,,,1184.6,,0.2,737.6,208.4,,,954.2,,12,4,14
269,TMN Dunkabetus,10,3411719837,1.58898E+12,2270,1412,3078,3047,3812,3053,3742,3340,14,13,6,2,2,3,391,1,0,0,0,195431,4974,181276,9180,0,34778,381,31601,2795,10414,1,72318,10620,1503,25,51,43438,14712,22965,5760,17922,17608,0,0,48,152,110,4,336,17,0,11,4,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,8439,549,0,0,8401,862,0,0,8473,989,0,0,8453,1347,1271,0,9111,2050,400,0,8014,914,0,0,8400,8000,5005,5008,5002,200,Win,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,10,2,0,1,0,"{'championId': 18, 'pickTurn': 6}","{'championId': 122, 'pickTurn': 7}","{'championId': 13, 'pickTurn': 8}","{'championId': 245, 'pickTurn': 9}","{'championId': 235, 'pickTurn': 10}",NONE,JUNGLE,0.3,341.1,284.6,0.3,16.6,636.9,12,2.6,564.1,460.9,1.7,63.8,760.1,12.4,1,653,625.2,-1.6,-16.1,1333.6,210.5,0.8,316.6,385,-1.2,-319,2408.8,1580.6,254,4,11
270,ExhaustMyHoles,1,3411756597,1.58898E+12,1145,3020,3116,0,0,1056,3285,3364,8,1,3,6,2,2,311,1,0,0,0,94396,57161,9019,28215,0,12871,8398,1251,3220,2073,1,3816,11876,8008,7,17,9009,2380,6346,282,9652,7700,1,0,126,4,4,0,156,12,2,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,8112,885,0,0,8143,238,0,0,8138,30,0,0,8106,4,0,0,8226,250,286,0,8210,0,0,0,8100,8200,5008,5003,5003,100,Win,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,11,3,0,2,1,"{'championId': 164, 'pickTurn': 1}","{'championId': 517, 'pickTurn': 2}","{'championId': 36, 'pickTurn': 3}","{'championId': 18, 'pickTurn': 4}","{'championId': 105, 'pickTurn': 5}",DUO_SUPPORT,NONE,6.7,527.2,423.8,0.6,48.04,202.1,36.36,,,,,,,,,,,,,,,,,,,,,,103,14,4
271,McTrappin,2,3411756597,1.58898E+12,1145,1055,3031,3006,1018,1042,0,3340,3,4,4,0,1,0,373,0,0,0,0,83310,1560,80240,1510,454,5965,221,5744,0,665,3,4437,10310,6120,7,8,8191,2698,5378,114,7992,5800,2,2,138,12,4,4,62,10,0,5,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,8008,1,10,0,9101,574,1116,0,9103,0,0,0,8014,127,0,0,8304,9,4,5,8345,3,0,0,8000,8300,5005,5008,5002,100,Win,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,11,3,0,2,1,"{'championId': 164, 'pickTurn': 1}","{'championId': 517, 'pickTurn': 2}","{'championId': 36, 'pickTurn': 3}","{'championId': 18, 'pickTurn': 4}","{'championId': 105, 'pickTurn': 5}",DUO_SUPPORT,NONE,7.1,319.8,293.2,0.6,48.04,368,36.36,,,,,,,,,,,,,,,,,,,,,,222,7,4
272,SeargentCialis,3,3411756597,1.58898E+12,1145,3859,3504,0,1001,0,0,3364,2,4,6,0,1,0,277,0,0,0,0,12122,6589,3147,2384,0,3128,2479,648,0,4255,5,2236,2215,2215,26,15,5265,1790,3453,22,5489,3500,3,0,23,0,0,0,68,9,4,9,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,8214,223,755,0,8226,250,265,0,8234,5376,0,0,8232,2,20,0,8345,3,0,0,8347,0,0,0,8200,8300,5008,5003,5002,100,Win,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,11,3,0,2,1,"{'championId': 164, 'pickTurn': 1}","{'championId': 517, 'pickTurn': 2}","{'championId': 36, 'pickTurn': 3}","{'championId': 18, 'pickTurn': 4}","{'championId': 105, 'pickTurn': 5}",DUO_SUPPORT,NONE,1.5,252.3,186.3,0.6,48.04,309.9,36.36,,,,,,,,,,,,,,,,,,,,,,267,3,4
273,Feed in Ranked,4,3411756597,1.58898E+12,1145,3706,3147,3077,1001,1036,1036,3340,5,6,3,2,1,1,306,0,0,0,0,88009,10139,72569,5300,0,6844,690,5894,260,7764,1,7949,15085,7429,8,9,18686,3267,14968,450,7692,6375,1,0,24,68,37,20,195,10,0,6,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,8112,340,0,0,8139,237,0,0,8138,9,0,0,8135,2053,5,0,9111,136,160,0,8014,207,0,0,8100,8000,5005,5008,5002,100,Win,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,11,3,0,2,1,"{'championId': 164, 'pickTurn': 1}","{'championId': 517, 'pickTurn': 2}","{'championId': 36, 'pickTurn': 3}","{'championId': 18, 'pickTurn': 4}","{'championId': 105, 'pickTurn': 5}",DUO_SUPPORT,NONE,0.4,239.8,285.1,0.6,48.04,946.7,36.36,,,,,,,,,,,,,,,,,,,,,,107,11,4
274,toxic player 111,5,3411756597,1.58898E+12,1145,3151,3116,3145,1054,0,3047,3340,7,0,5,7,2,1,0,1,0,0,0,93936,74689,16952,2294,0,17147,13254,3893,0,5204,1,11207,11019,4816,8,4,14154,2750,10680,724,9518,8500,4,1,126,8,0,0,67,13,0,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8010,1189,0,0,9111,900,240,0,9104,13,40,0,8299,554,0,0,8444,719,0,0,8453,469,412,0,8000,8400,5008,5008,5002,100,Win,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,11,3,0,2,1,"{'championId': 164, 'pickTurn': 1}","{'championId': 517, 'pickTurn': 2}","{'championId': 36, 'pickTurn': 3}","{'championId': 18, 'pickTurn': 4}","{'championId': 105, 'pickTurn': 5}",DUO_SUPPORT,NONE,6.3,495.2,333.4,0.6,48.04,597.3,36.36,,,,,,,,,,,,,,,,,,,,,,82,12,4
275,Strîke Freedom,6,3411756597,1.58898E+12,1145,1055,3095,1038,3006,1037,0,3363,5,5,4,2,2,2,360,1,0,0,0,78127,2568,72038,3520,704,10314,645,9668,0,1032,2,3467,1956,1956,6,6,10264,3634,6011,618,8363,7325,0,0,150,0,0,0,39,10,0,5,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8005,513,339,174,9111,267,180,0,9104,11,20,0,8014,112,0,0,8352,30,111,36,8345,3,0,0,8000,8300,5005,5008,5001,200,Fail,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,"{'championId': 131, 'pickTurn': 6}","{'championId': 38, 'pickTurn': 7}","{'championId': 350, 'pickTurn': 8}","{'championId': 235, 'pickTurn': 9}","{'championId': 24, 'pickTurn': 10}",DUO,NONE,8.2,312.6,350.1,-0.6,-48.04,218.2,-36.36,,,,,,,,,,,,,,,,,,,,,,51,4,7
276,Meaganator,7,3411756597,1.58898E+12,1145,3117,3174,3851,2055,1004,1004,3364,2,3,3,0,1,0,664,0,0,0,0,18139,16373,1608,158,0,5358,5031,169,158,415,2,2808,525,525,20,15,5299,1691,3607,0,4541,4150,0,0,11,0,0,0,112,9,4,12,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8229,730,0,0,8226,250,39,0,8233,12,20,0,8237,235,0,0,8345,3,0,0,8347,0,0,0,8200,8300,5008,5008,5002,200,Fail,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,"{'championId': 131, 'pickTurn': 6}","{'championId': 38, 'pickTurn': 7}","{'championId': 350, 'pickTurn': 8}","{'championId': 235, 'pickTurn': 9}","{'championId': 24, 'pickTurn': 10}",DUO_SUPPORT,NONE,0,248.4,165.8,-0.6,-48.04,216.3,-36.36,,,,,,,,,,,,,,,,,,,,,,43,14,4
277,Kundi,8,3411756597,1.58898E+12,1145,1401,2031,3111,3211,3067,0,3340,4,5,8,2,1,1,400,0,0,0,0,44355,16065,25910,2380,0,8928,2718,5281,928,2627,1,8060,0,0,13,29,15355,6709,8057,589,6326,5825,0,0,5,52,40,4,431,9,1,6,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8005,817,554,262,9111,553,240,0,9104,10,10,0,8299,318,0,0,8275,12,0,0,8232,2,0,0,8000,8200,5005,5008,5002,200,Fail,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,"{'championId': 131, 'pickTurn': 6}","{'championId': 38, 'pickTurn': 7}","{'championId': 350, 'pickTurn': 8}","{'championId': 235, 'pickTurn': 9}","{'championId': 24, 'pickTurn': 10}",DUO_SUPPORT,NONE,0.2,318.8,340.2,-0.6,-48.04,761.7,-36.36,,,,,,,,,,,,,,,,,,,,,,106,4,11
278,Delicious Meat,9,3411756597,1.58898E+12,1145,3153,1055,3111,0,0,0,3340,0,7,0,0,0,0,203,0,0,0,0,82189,141,78106,3941,345,5319,141,4931,246,1046,1,7884,5765,2612,8,2,18132,8328,8960,843,5565,4950,0,0,123,8,3,0,13,11,0,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8008,0,40,0,9111,0,0,0,9104,0,0,0,8299,153,0,0,8444,577,0,0,8453,439,0,0,8000,8400,5005,5008,5003,200,Fail,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,"{'championId': 131, 'pickTurn': 6}","{'championId': 38, 'pickTurn': 7}","{'championId': 350, 'pickTurn': 8}","{'championId': 235, 'pickTurn': 9}","{'championId': 24, 'pickTurn': 10}",DUO_SUPPORT,NONE,5.6,352.5,204.5,-0.6,-48.04,626.9,-36.36,,,,,,,,,,,,,,,,,,,,,,23,14,4
279,Lamewad,10,3411756597,1.58898E+12,1145,3020,3285,1052,1082,0,0,3340,4,5,2,2,1,1,311,0,0,0,0,34399,21993,12145,260,0,4007,3217,530,260,252,1,2609,0,0,12,4,9651,5062,3158,1429,5831,5660,0,0,98,0,0,0,4,10,1,5,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8112,407,0,0,8139,285,0,0,8138,12,0,0,8106,3,0,0,8226,250,81,0,8210,0,0,0,8100,8200,5005,5008,5002,200,Fail,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,"{'championId': 131, 'pickTurn': 6}","{'championId': 38, 'pickTurn': 7}","{'championId': 350, 'pickTurn': 8}","{'championId': 235, 'pickTurn': 9}","{'championId': 24, 'pickTurn': 10}",DUO_SUPPORT,NONE,5,361.8,292,-0.6,-48.04,419.1,-36.36,,,,,,,,,,,,,,,,,,,,,,7,4,14
280,wonderpark,1,3411839008,1.58899E+12,1616,3009,2055,3864,3044,3022,3067,3364,3,3,17,2,1,1,870,0,0,0,0,19838,329,18626,882,246,8412,329,7237,846,12607,5,7930,5963,2168,47,20,15513,4272,9853,1387,7798,7150,1,0,7,1,0,1,53,12,5,19,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8437,355,265,0,8463,743,0,0,8473,505,0,0,8453,995,178,0,8009,3180,500,0,9105,17,0,0,8400,8000,5005,5002,5002,100,Win,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,9,1,0,4,0,"{'championId': 89, 'pickTurn': 1}","{'championId': 91, 'pickTurn': 2}","{'championId': 25, 'pickTurn': 3}","{'championId': 245, 'pickTurn': 4}","{'championId': 266, 'pickTurn': 5}",DUO_SUPPORT,BOTTOM,0,215,182.7,-0.35,2,214.2,46.65,0.5,304.5,310.2,-0.3,87,697.9,129,,,,,,,,,,,,,,,235,4,14
281,Urgot Máy,2,3411839008,1.58899E+12,1616,3801,3071,3047,3022,3812,3024,3340,16,4,14,9,3,3,542,4,1,0,0,151633,0,135381,16252,0,41716,0,36257,5459,7616,1,36358,15201,10284,10,60,26280,7668,13332,5279,14488,13050,3,0,154,4,0,0,360,15,0,6,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8010,1769,0,0,9111,1925,600,0,9103,19,30,0,8014,676,0,0,8446,2602,0,0,8473,1005,0,0,8000,8400,5008,5002,5002,100,Win,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,9,1,0,4,0,"{'championId': 89, 'pickTurn': 1}","{'championId': 91, 'pickTurn': 2}","{'championId': 25, 'pickTurn': 3}","{'championId': 245, 'pickTurn': 4}","{'championId': 266, 'pickTurn': 5}",DUO,MIDDLE,7.2,456.9,265.5,,,332,,4.4,520.9,570.6,,,1027,,,,,,,,,,,,,,,,6,4,12
282,MisEve,3,3411839008,1.58899E+12,1616,1082,0,1402,3135,3100,3020,3363,12,4,16,4,2,4,828,1,0,0,0,114426,96048,13503,4873,0,23534,22081,641,811,9446,1,10130,10941,1584,24,24,21193,8464,11791,938,11767,10175,1,1,16,108,55,21,327,15,3,7,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8112,1772,0,0,8143,817,0,0,8136,1,2,0,8106,5,0,0,8210,0,0,0,8232,5,10,0,8100,8200,5007,5008,5002,100,Win,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,9,1,0,4,0,"{'championId': 89, 'pickTurn': 1}","{'championId': 91, 'pickTurn': 2}","{'championId': 25, 'pickTurn': 3}","{'championId': 245, 'pickTurn': 4}","{'championId': 266, 'pickTurn': 5}",NONE,JUNGLE,0,369.3,284.8,-1.6,68.7,678.1,-3.1,0.5,489.4,425.2,-1.3,62.5,783,-838.2,,,,,,,,,,,,,,,28,4,11
283,adisuseless,4,3411839008,1.58899E+12,1616,3153,1055,3006,3124,1033,1036,3363,4,5,11,2,1,2,659,0,0,0,0,77693,376,66131,11185,0,12266,301,9240,2724,3993,4,8816,10420,7345,18,10,16604,7215,8210,1178,9395,8800,1,0,139,8,4,0,57,13,0,8,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8005,913,661,252,9101,1539,1765,0,9104,17,30,0,8017,436,0,0,8139,603,0,0,8135,1123,5,0,8000,8100,5005,5008,5002,100,Win,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,9,1,0,4,0,"{'championId': 89, 'pickTurn': 1}","{'championId': 91, 'pickTurn': 2}","{'championId': 25, 'pickTurn': 3}","{'championId': 245, 'pickTurn': 4}","{'championId': 266, 'pickTurn': 5}",DUO_CARRY,BOTTOM,6,277.2,229.9,-0.35,2,230.9,46.65,6.3,506,347.4,-0.3,87,731.7,129,,,,,,,,,,,,,,,67,4,7
284,CoochieGirl,5,3411839008,1.58899E+12,1616,3191,1052,3152,3020,1054,3089,3363,5,3,11,3,2,1,714,1,0,0,0,119724,104737,13348,1638,0,22089,20051,1120,918,25769,1,13038,6621,2288,38,4,31860,10718,16738,4403,10084,9310,2,0,142,20,11,9,116,15,3,10,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8230,15,0,0,8275,10,0,0,8210,0,0,0,8236,24,0,0,8304,10,3,0,8347,0,0,0,8200,8300,5007,5008,5003,100,Win,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,9,1,0,4,0,"{'championId': 89, 'pickTurn': 1}","{'championId': 91, 'pickTurn': 2}","{'championId': 25, 'pickTurn': 3}","{'championId': 245, 'pickTurn': 4}","{'championId': 266, 'pickTurn': 5}",DUO,MIDDLE,6.5,478.2,265.5,,,513.5,,6.5,520,424.4,,,1281.1,,,,,,,,,,,,,,,,8,14,4
285,XMaster FrankX,6,3411839008,1.58899E+12,1616,1054,3078,3006,3742,3065,0,3340,6,7,4,3,2,1,367,1,0,0,0,97820,1096,86940,9783,0,18280,876,13450,3953,1734,1,45283,15860,3964,10,36,37189,8832,23697,4659,11162,11033,2,0,132,12,4,0,103,13,0,5,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,8010,1015,0,0,9111,893,200,0,9105,17,50,0,8299,284,0,0,8444,1637,0,0,8451,186,0,0,8000,8400,5008,5008,5002,200,Fail,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,3,0,0,0,1,"{'championId': 111, 'pickTurn': 6}","{'championId': 875, 'pickTurn': 7}","{'championId': 89, 'pickTurn': 8}","{'championId': 18, 'pickTurn': 9}","{'championId': 105, 'pickTurn': 10}",SOLO,TOP,6.5,453.6,264.8,,,476,,5.5,452.1,472.3,,,1068.2,,,,,,,,,,,,,,,,86,14,4
286,Podrick Sings,7,3411839008,1.58899E+12,1616,3853,3174,3504,2055,3114,3801,3364,3,4,7,2,1,1,1023,0,0,0,0,21495,14899,1410,5186,0,11482,9617,729,1135,20903,5,4616,828,828,18,22,7087,1286,5313,487,7071,6500,1,0,10,0,0,0,59,11,2,10,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8214,1140,2040,0,8226,250,787,0,8210,0,0,0,8237,535,0,0,8009,2491,500,0,8017,952,0,0,8200,8000,5008,5008,5002,200,Fail,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,3,0,0,0,1,"{'championId': 111, 'pickTurn': 6}","{'championId': 875, 'pickTurn': 7}","{'championId': 89, 'pickTurn': 8}","{'championId': 18, 'pickTurn': 9}","{'championId': 105, 'pickTurn': 10}",DUO_SUPPORT,BOTTOM,0.1,244,158,0.35,-2,40.1,-46.65,0.7,315.5,307.6,0.3,-87,227.7,-129,,,,,,,,,,,,,,,350,3,14
287,Cheddar Holt,8,3411839008,1.58899E+12,1616,1401,2031,2055,3065,3047,0,3340,2,11,10,0,1,0,520,0,0,0,0,119017,90524,19598,8894,0,15787,11927,1835,2024,11761,5,31584,2739,0,16,65,39099,10777,25773,2548,8121,6775,0,0,54,81,70,4,619,12,3,9,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8439,801,0,0,8463,1086,0,0,8429,55,14,14,8451,154,0,0,8126,785,0,0,8105,16,5,0,8400,8100,5005,5002,5002,200,Fail,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,3,0,0,0,1,"{'championId': 111, 'pickTurn': 6}","{'championId': 875, 'pickTurn': 7}","{'championId': 89, 'pickTurn': 8}","{'championId': 18, 'pickTurn': 9}","{'championId': 105, 'pickTurn': 10}",NONE,JUNGLE,1.6,300.6,229.4,1.6,-68.7,681.2,3.1,1.8,426.9,355.2,1.3,-62.5,1621.2,838.2,,,,,,,,,,,,,,,57,11,4
288,ExhaustMyHoles,9,3411839008,1.58899E+12,1616,3285,3020,3102,1056,1052,1026,3364,4,8,4,2,1,1,474,0,0,0,0,116116,69326,9394,37394,0,20534,14011,1315,5206,2402,1,10501,439,439,17,21,22456,12596,8337,1522,9749,9410,0,0,160,8,8,0,71,15,3,6,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8112,1717,0,0,8143,404,0,0,8138,16,0,0,8106,4,0,0,8226,250,758,0,8210,0,0,0,8100,8200,5008,5003,5003,200,Fail,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,3,0,0,0,1,"{'championId': 111, 'pickTurn': 6}","{'championId': 875, 'pickTurn': 7}","{'championId': 89, 'pickTurn': 8}","{'championId': 18, 'pickTurn': 9}","{'championId': 105, 'pickTurn': 10}",SOLO,MIDDLE,6.4,413.2,224.5,,,360.2,,4.9,540.4,410.7,,,755.1,,,,,,,,,,,,,,,,103,14,4
